Title,Price,Price/m²,Location,Area,Bedrooms,Bathrooms,Image URL,Listing URL
Apartments For sale in Abo El Hawl 1,"4,250,000
    EGP","-19,767EGP/m",Greater Cairo  /  Abo El Hawl 1,215m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6854426150e04039824847.jpg,https://aqarmap.com.eg/en/listing/6024531-for-sale-cairo-new-cairo-compounds-gardenia-hights-abo-el-hawl-abo-el-hawl-1/
"Apartment for sale in the Sixth District, Ahmed Fakhry Main Street, Nasr City, 280 square meters","9,500,000
    EGP","-33,928EGP/m",Greater Cairo  /  Ahmed Fakhry St.,280m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685fa119b5e95392585991.jpg,https://aqarmap.com.eg/en/listing/6051497-for-sale-cairo-nasr-city-ahmed-fakhry/
Building For sale in el hadaba,"24,000,000
    EGP","-96,000EGP/m",Greater Cairo  /  5th Neighborhood,250m²,N/A,N/A,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68605cf596486805485725.jpg,https://aqarmap.com.eg/en/listing/6054022-for-sale-cairo-mokattam-el-hadabah-el-wosta-el-mantaqa-el-khamsa/
Villa at mansoureya,"6,500,000
    EGP","-20,312EGP/m",Greater Cairo  /  El Mansuriyyah,320m²,4,4,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6860a87da7762644500068.jpg,https://aqarmap.com.eg/en/listing/6055283-for-sale-cairo-el-mansuriyyah/
Apartments For sale in el mokatam,"2,500,000
    EGP","-17,241EGP/m",Greater Cairo  /  El Hadabah El Wosta,145m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6860434dbeccf966318846.jpeg,https://aqarmap.com.eg/en/listing/6053664-for-sale-cairo-mokattam-el-hadabah-el-wosta/
Commercial For sale in El Haram St.,"4,774,000
    EGP","-62,000EGP/m",Greater Cairo  /  El Haram St.,77m²,N/A,N/A,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6860873a29959332584145.jpg,https://aqarmap.com.eg/en/listing/6054815-for-sale-cairo-el-haram-shareaa-el-haram/
Apartments For sale in El Nozha St.,"5,000,000
    EGP","-39,370EGP/m",Greater Cairo  /  El Nozha St.,127m²,2,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68418e23be3c1681089800.jpeg,https://aqarmap.com.eg/en/listing/5990881-for-sale-cairo-heliopolis-shareaa-el-nozha/
"Under market price,  delivery September 2025","14,300,000
    EGP","-67,772EGP/m",Greater Cairo  /  Garden Residence Hyde Park,211m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68588812a21f6245849407.jpg,https://aqarmap.com.eg/en/listing/6035349-for-sale-cairo-new-cairo-compounds-garden-residence-hyde-park/
Apartments For sale in El Nakheel Compound,"13,500,000
    EGP","-47,202EGP/m",Greater Cairo  /  El Nakheel Compound,286m²,4,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68585583926cd727851383.jpg,https://aqarmap.com.eg/en/listing/6034882-for-sale-cairo-new-cairo-compounds-kmbwnd-lnkhyl/
Ground Floor Apartment with Private Garden in Park Lane Compound – New Capital – District 7,"4,000,000
    EGP","-23,529EGP/m",Greater Cairo  /  Park Lane Compound - Al Attal,170m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681f89183ed46379738273.JPG,https://aqarmap.com.eg/en/listing/5896416-for-sale-cairo-new-administrative-capital-r7-park-lane/
Apartment for sale in Red Compound - Mostakbal City,"10,098,000
    EGP","-74,800EGP/m",Greater Cairo  /  Red Compound - Cornerstone,135m²,2,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/680ae18df2612083202586.jpg,https://aqarmap.com.eg/en/listing/5845056-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-red-compound-cornerstone/
عيادات للبيع في ذا كورد بيزنس كومبلكس - مايلستون,"2,800,000
    EGP","-100,000EGP/m",Greater Cairo  /  The Cord Business Complex - Milestone ,28m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685807413022c105310820.jpg,https://aqarmap.com.eg/en/listing/6033847-for-sale-cairo-6th-of-october-compounds-the-cord-business-complex-milestone/
RESALE Apartment With Garden Prime Location - Ready To Move,"8,000,000
    EGP","-49,382EGP/m",Greater Cairo  /  Moon Valley Compound 1 - Arabia,162m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853dd92553a8712207838.png,https://aqarmap.com.eg/en/listing/6023250-for-sale-cairo-new-cairo-compounds-moon-valley/
فلل للبيع في كمبوند نيوم أكتوبر - المطورون العرب,"11,000,000
    EGP","-59,459EGP/m",Greater Cairo  /  Nyoum October Compound - Arab Developers,185m²,4,4,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68580853254e8344002881.jpeg,https://aqarmap.com.eg/en/listing/6033894-for-sale-cairo-6th-of-october-compounds-nyoum-october-arab-developmentt/
Apartments 130 M² For sale in Al Burouj Compound - Capital Group,"8,300,000
    EGP","-63,846EGP/m",Greater Cairo  /  Al Burouj Compound - Capital Group,130m²,3,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2404/66250ee8b9d04491608957.jpg,https://aqarmap.com.eg/en/listing/5337298-for-sale-cairo-el-shorouk-compounds-alborouj/
Townhouse for Sale in Grand Residence – Invest in a Prime New Cairo Location,"21,000,000
    EGP","-74,468EGP/m",Greater Cairo  /  Grand Residence - Al Ahly Sabbour,282m²,5,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6857f27a4880a634325403.jpeg,https://aqarmap.com.eg/en/listing/6033581-for-sale-cairo-new-cairo-compounds-grand-residence-al-ahly-sabbour/
Own a resale apartment now in a prime location,"6,300,000
    EGP","-36,000EGP/m",Greater Cairo  /  Stone Residence - PRE,175m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68566aa29c311841679457.jpg,https://aqarmap.com.eg/en/listing/6028252-for-sale-cairo-new-cairo-compounds-stwn-ryzydns-by-ar-y-llttwyr/
Apartment Fully Finished With Prime Location - Ready To Move,"9,150,000
    EGP","-41,590EGP/m",Greater Cairo  /  Stone Residence - PRE,220m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853f5f23c51b925123296.jpg,https://aqarmap.com.eg/en/listing/6023528-for-sale-cairo-new-cairo-compounds-stwn-ryzydns-by-ar-y-llttwyr/
Own a resale apartment now in a prime location,"6,300,000
    EGP","-36,000EGP/m",Greater Cairo  /  Stone Residence - PRE,175m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6857e819a81b9745660883.jpg,https://aqarmap.com.eg/en/listing/6033456-for-sale-cairo-new-cairo-compounds-stwn-ryzydns-by-ar-y-llttwyr/
Quattro Finished With Prime Location Ready To Move,"28,600,000
    EGP","-110,000EGP/m",Greater Cairo  /  La Vista City Compound,260m²,5,5,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/6805121caf3c7769920504.jpeg,https://aqarmap.com.eg/en/listing/5830983-for-sale-cairo-new-administrative-capital-r4-la-vista-city/
Duplex RESALE READY TO MOVE in HYDE PARK,"17,000,000
    EGP","-72,649EGP/m",Greater Cairo  /  Centre Ville - Hyde Park Compound	,234m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853db9d14d82805167164.jfif,https://aqarmap.com.eg/en/listing/6023237-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
Residential Land For sale in Uptown Compound October,"4,000,000
    EGP","-6,430EGP/m",Greater Cairo  /  Uptown Compound October,622m²,N/A,N/A,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6852a4a24a090166224756.jpg,https://aqarmap.com.eg/en/listing/6020880-for-sale-cairo-6th-of-october-compounds-kmbwnd-b-twn-ryl-styt-llttwyr/
Apartments For sale in New October,"2,055,000
    EGP","-13,700EGP/m",Greater Cairo  /  New October,150m²,3,1,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/68122e8e42f36909508737.jpg,https://aqarmap.com.eg/en/listing/5864457-for-sale-cairo-6th-of-october-new-october/
"Apartment for sale in Rehab 2, ground floor with private garden. Apartment area: 197 m², garden area: 102 m²","12,700,000
    EGP","-64,467EGP/m",Greater Cairo  /  Talaat Mostafa St.,197m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684e4eacd9e9b542166803.jfif,https://aqarmap.com.eg/en/listing/6012334-for-sale-cairo-new-cairo-lrhb-city-phase-5-talaat-mostafa-st/
Apartments in Mamsha AlMaqsad - City Edge 168 M² Extra super lux For sale,"4,232,000
    EGP","-25,190EGP/m",Greater Cairo  /  Mamsha AlMaqsad - City Edge,168m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2301/63d92212ebeef069345305.jpg,https://aqarmap.com.eg/en/listing/5839750-for-sale-cairo-new-administrative-capital-r3-mamsha-almaqsad/
For sale - Apartments 202 M² Semi Finished in Icon Park Compound - Al Fedaa,"7,950,861
    EGP","-39,360EGP/m",Greater Cairo  /  Icon Park Compound - Al Fedaa,202m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685a64883ac73644664663.jpeg,https://aqarmap.com.eg/en/listing/6013137-for-sale-cairo-6th-of-october-compounds-icon-park-compound-al-fedaa/
Properties For sale in Capella Residence - IMS,"3,699,000
    EGP","-27,000EGP/m",Greater Cairo  /  Capella Residence - IMS,137m²,N/A,N/A,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681b64fc83cde687274950.jpeg,https://aqarmap.com.eg/en/listing/5885809-for-sale-cairo-el-maadi-zahraa-el-maadi-capella-residence-ims/
Town House 180 M² Extra super lux -,"21,000,000
    EGP","-116,666EGP/m",Greater Cairo  /  El Patio Vera - La Vista,180m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/6809859eac1aa253463517.jpg,https://aqarmap.com.eg/en/listing/6016470-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-el-patio-vera-la-vista/
شقة للبيع Resale سكن A Class بي إطلالة رائعة برايم لوكيشن بالعاصمة السياحية,"6,000,000
    EGP","-26,086EGP/m",Greater Cairo  /  Gladios Garden Compound ,230m²,4,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68570a3d00451887272045.jpeg,https://aqarmap.com.eg/en/listing/6030488-for-sale-cairo-6th-of-october-compounds-gladios-garden/
عمارة 450م كاملة  للبيع 1750م مبانى باميز موقع بالاندلس  علي حديقه كبيرة  بالاندلس بحري تماما,"25,000,000
    EGP","-14,285EGP/m",Greater Cairo  /  El Andalus 1,1750m²,N/A,N/A,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68575ecbc6553086208635.jpeg,https://aqarmap.com.eg/en/listing/6031854-for-sale-cairo-new-cairo-el-andalous-al-andalus-1/
Apartment In New Cairo With Special Price,"4,886,000
    EGP","-31,522EGP/m",Greater Cairo  /  The Icon Gardens Compound - Style Home,155m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6813393d7b1fe436390022.jpeg,https://aqarmap.com.eg/en/listing/5866998-for-sale-cairo-new-cairo-compounds-the-icon-gardens-compound-style-home/
Residential Land For sale in 6 October,"3,500,000
    EGP","-5,627EGP/m",Greater Cairo  /  New October,622m²,N/A,N/A,N/A,https://aqarmap.com.eg/en/listing/6020941-for-sale-cairo-6th-of-october-new-october/
Duplex For sale in New October,"3,336,000
    EGP","-12,000EGP/m",Greater Cairo  /  New October,278m²,7,4,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/6812271199b66516164550.jpg,https://aqarmap.com.eg/en/listing/5864360-for-sale-cairo-6th-of-october-new-october/
Ready to move with kitchen under market price,"11,500,000
    EGP","-68,862EGP/m",Greater Cairo  /  Fifth Square Compound - AlMarasem,167m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685735fe8ee68680130161.jpg,https://aqarmap.com.eg/en/listing/6031235-for-sale-cairo-new-cairo-compounds-fifth-square/
Apartments For sale in Capella Residence - IMS,"3,930,000
    EGP","-27,872EGP/m",Greater Cairo  /  Capella Residence - IMS,141m²,3,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/68249a5b8c719813910129.jpeg,https://aqarmap.com.eg/en/listing/5919406-for-sale-cairo-el-maadi-zahraa-el-maadi-capella-residence-ims/
شقة للبيع فاضيه + باكيه جراج اكسترا A Class فيو مميز وهدوء بأرقى مواقع ز ح.أهرام,"2,800,000
    EGP","-16,000EGP/m",Greater Cairo  /  Area Z,175m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2411/672ac0934cf21577893134.jpeg,https://aqarmap.com.eg/en/listing/5921815-for-sale-cairo-hadayek-el-ahram-mntq-z/
Residential Land For sale in Uptown Compound October,"3,500,000
    EGP","-5,627EGP/m",Greater Cairo  /  Uptown Compound October,622m²,N/A,N/A,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6852a9b632111532964882.jpg,https://aqarmap.com.eg/en/listing/6020978-for-sale-cairo-6th-of-october-compounds-kmbwnd-b-twn-ryl-styt-llttwyr/
Apartments For sale in New October,"2,301,600
    EGP","-13,700EGP/m",Greater Cairo  /  New October,168m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/681224b6e71af883404751.jpg,https://aqarmap.com.eg/en/listing/5864321-for-sale-cairo-6th-of-october-new-october/
Studio For sale in Zahraa El Maadi St,"2,262,000
    EGP","-29,000EGP/m",Greater Cairo  /  Capella Residence - IMS,78m²,1,1,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681636be81acc921396664.jpeg,https://aqarmap.com.eg/en/listing/5873279-for-sale-cairo-el-maadi-zahraa-el-maadi-capella-residence-ims/
شقة للبيع اكسترا A Class فيو مفتوح بقلب السياحية بأرقى مواقع ل حدائق الاهرام,"2,700,000
    EGP","-16,363EGP/m",Greater Cairo  /  Area L,165m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2502/67be493fcbfac232349598.jpeg,https://aqarmap.com.eg/en/listing/5670114-for-sale-cairo-hadayek-el-ahram-lmntqh-l/
Duplex For sale in New October,"3,138,000
    EGP","-11,369EGP/m",Greater Cairo  /  New October,276m²,5,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/681225e5b0e0d316557492.jpg,https://aqarmap.com.eg/en/listing/5864337-for-sale-cairo-6th-of-october-new-october/
Duplex With Garden Ready To Move Prime Location - Taj City,"14,500,000
    EGP","-68,396EGP/m",Greater Cairo  /  Taj Gardens - Taj City Compound,212m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856b4e0332cb006444417.jpeg,https://aqarmap.com.eg/en/listing/6029322-for-sale-cairo-new-cairo-compounds-tag-city-taj-gardens-taj-city/
Apartments For sale in Madinaty Road,"22,500,000
    EGP","-88,582EGP/m",Greater Cairo  /  Madinaty Road,254m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/683af41848aaa559171977.jpg,https://aqarmap.com.eg/en/listing/5976792-for-sale-cairo-new-cairo-madinaty-lmntq-lwl-fylt-madinaty-road/
Apartments For sale in Fourteenth Zone Buildings,"6,500,000
    EGP","-56,034EGP/m",Greater Cairo  /  Fourteenth Zone Buildings,116m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683c223acb042744350055.jpeg,https://aqarmap.com.eg/en/listing/5980519-for-sale-cairo-new-cairo-madinaty-fourteenth-zone-buildings-fourteenth-zone-buildings/
"""Villa for sale in Madinaty – Eid gift from Dark. The only one with this unique view at this price – a rare opportunity that won't come again soon","30,000,000
    EGP","-109,090EGP/m",Greater Cairo  /  Group 12,275m²,3,4,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684053fca2eee629199713.jpg,https://aqarmap.com.eg/en/listing/5989217-for-sale-cairo-new-cairo-madinaty-lmntq-lthnyh-fylt-group-12/
Apartments For sale in Sky View Compound - Emaar,"4,800,000
    EGP","-30,000EGP/m",Greater Cairo  /  Sky View Compound - Emaar ,160m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685696f205e06492800092.jpg,https://aqarmap.com.eg/en/listing/6028743-for-sale-cairo-el-shorouk-compounds-sky-view-compound-emaar/
"I villa corner in Mvhp, lowest price: delivery now","12,500,000
    EGP","-54,112EGP/m",Greater Cairo  /  Mountain View Hyde Park Compound,231m²,4,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/683aeb71e42cf470397255.jpg,https://aqarmap.com.eg/en/listing/5976567-for-sale-cairo-new-cairo-compounds-mountain-view-hyde-park/
Villa for sale in Madinaty – standalone and one of the most distinguished. Fully paid and ready for immediate occupancy. Overlooking the largest garde,"32,000,000
    EGP","-98,461EGP/m",Greater Cairo  /  Madinaty Road,325m²,4,4,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/683b138ec84ef733843443.jpg,https://aqarmap.com.eg/en/listing/5977293-for-sale-cairo-new-cairo-madinaty-lmntq-lthnyh-fylt-madinaty-road/
Resale Apartment Finished with AC-Direct on lagoon,"14,000,000
    EGP","-71,794EGP/m",Greater Cairo  /  Park View Compound - Hassan Allam,195m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853cbb3ab7f7097050362.jpeg,https://aqarmap.com.eg/en/listing/6023077-for-sale-cairo-new-cairo-compounds-park-view/
Park Villa In MV I City With Prime Location - RTM,"10,000,000
    EGP","-38,461EGP/m",Greater Cairo  /  Club Park - Mountain View iCity Compound,260m²,4,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683ecc54ddbf6304101512.jpg,https://aqarmap.com.eg/en/listing/5985984-for-sale-cairo-new-cairo-compounds-mwntn-fyw-y-syty-club-park-mountain-view-icity/
"S Villa Garden ,Ready To Move - Special Price","8,500,000
    EGP","-32,692EGP/m",Greater Cairo  /  Sheya - Sarai Compound	,260m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/68172e4a593fe845401789.jpg,https://aqarmap.com.eg/en/listing/5876669-for-sale-cairo-new-cairo-compounds-sarai-sheya-sarai-compound/
Villa READY TO MOVE Resale With Special Price in La Vista City,"14,500,000
    EGP","-63,043EGP/m",Greater Cairo  /  La Vista City Compound,230m²,4,4,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856baec8af1f422110973.JPG,https://aqarmap.com.eg/en/listing/6029392-for-sale-cairo-new-administrative-capital-r4-la-vista-city/
APT With G RESALE Fully Finished Direct on Lagoon in Palm Hills,"12,482,850
    EGP","-97,522EGP/m",Greater Cairo  /  Palm Hills New Cairo - PHNC ,128m²,2,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856b7dcb6e6c174114350.JPG,https://aqarmap.com.eg/en/listing/6029362-for-sale-cairo-new-cairo-compounds-blm-hylz-nyw-kyrw/
Apartment RESALE With Special Price Prime Location in Blue Tree,"5,682,380
    EGP","-45,459EGP/m",Greater Cairo  /  Blue Tree Compound - Sky Abu Dhabi ,125m²,2,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2307/64abfe2ebcadc124558744.jpg,https://aqarmap.com.eg/en/listing/6029346-for-sale-cairo-new-cairo-compounds-blue-tree-compound-sky-abu-dhabi/
"Apartment ready to move, With Special Price resale","8,250,000
    EGP","-48,529EGP/m",Greater Cairo  /  Origami Gardens - Taj City Compound,170m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856b5b96a18f690928766.jpeg,https://aqarmap.com.eg/en/listing/6029331-for-sale-cairo-new-cairo-compounds-tag-city-origami-gardens-taj-city-compound/
ready to move s villa with garden finished-resale,"8,200,000
    EGP","-31,417EGP/m",Greater Cairo  /  Elan - Sarai Compound,261m²,4,4,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856b48c63b91692766482.jpg,https://aqarmap.com.eg/en/listing/6029317-for-sale-cairo-new-cairo-compounds-sarai-elan-sarai-compound/
Townhouse with A PRIME LOCATION in Palm Hills,"17,000,000
    EGP","-89,473EGP/m",Greater Cairo  /  Palm Hills New Cairo - PHNC ,190m²,3,4,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856b389262bb261263817.jpg,https://aqarmap.com.eg/en/listing/6029297-for-sale-cairo-new-cairo-compounds-blm-hylz-nyw-kyrw/
ready to move apart resale with sodic-prime locati,"13,500,000
    EGP","-71,808EGP/m",Greater Cairo  /  Spectrum - Eastown Compound,188m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856b21a54d2f167942512.jpg,https://aqarmap.com.eg/en/listing/6029271-for-sale-cairo-new-cairo-compounds-eastown-spectrum-eastown-compound/
ready to move apartment resale in prime location,"7,350,000
    EGP","-54,444EGP/m",Greater Cairo  /  Centre Ville - Hyde Park Compound	,135m²,2,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684fe4d6530dd813491070.jpg,https://aqarmap.com.eg/en/listing/6014871-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
ready to move apartment in taj city with DP &amp; INST,"3,828,000
    EGP","-45,035EGP/m",Greater Cairo  /  Taj Sultan - Taj City Compound,85m²,1,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683c381119930923556089.jpeg,https://aqarmap.com.eg/en/listing/5980791-for-sale-cairo-new-cairo-compounds-tag-city-taj-sultan/
resale apartment finished ready to move-marassem,"9,000,000
    EGP","-62,937EGP/m",Greater Cairo  /  Fifth Square Compound - AlMarasem,143m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684ed6f97a170909389068.jpg,https://aqarmap.com.eg/en/listing/6013695-for-sale-cairo-new-cairo-compounds-fifth-square/
RESALE Apartment With Best Price installment 7Y in MV iCity October,"5,631,270
    EGP","-45,050EGP/m",Greater Cairo  /  Mountain View iCity October Compound,125m²,2,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856b5fed069c462351433.JPG,https://aqarmap.com.eg/en/listing/6029333-for-sale-cairo-6th-of-october-compounds-mountain-view-icity-october/
Own a Clinic in Madinaty – Immediate Delivery in East Hub Panoramic Front View on the Main Street,"6,000,000
    EGP","-125,000EGP/m",Greater Cairo  /  Madinaty,48m²,2,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853d5e7bfe2b639443460.jpg,https://aqarmap.com.eg/en/listing/6023159-for-sale-cairo-new-cairo-madinaty/
Apartments For sale in Noor City - TMG,"10,000,000
    EGP","-66,666EGP/m",Greater Cairo  /  Noor City - TMG,150m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6854bc39907cc065903344.png,https://aqarmap.com.eg/en/listing/5958058-for-sale-cairo-new-administrative-capital-hdyq-l-sm-mdyn-nwr-mjmw-tl-t-mstfy/
Apartments For sale in Zed East Compound - ORA,"8,700,000
    EGP","-60,839EGP/m",Greater Cairo  /  Zed East Compound - ORA,143m²,2,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685fcd0462828480969383.jpg,https://aqarmap.com.eg/en/listing/6051981-for-sale-cairo-new-cairo-compounds-zyd-yst/
"Under market price , fully finished","10,250,000
    EGP","-64,062EGP/m",Greater Cairo  /  Sky Condos Compound - Villette,160m²,2,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6855fe2ff0dd9222622601.jpg,https://aqarmap.com.eg/en/listing/6027900-for-sale-cairo-new-cairo-compounds-villette-kmbwnd-sky-kwndwz-swdyk-villette/
Apartment fully finished 168m for sale in fifth square el marasem ready to move,"12,100,000
    EGP","-72,023EGP/m",Greater Cairo  /  Fifth Square Compound - AlMarasem,168m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/1910/5da5f7dd2e2e8991851153.jpg,https://aqarmap.com.eg/en/listing/5863694-for-sale-cairo-new-cairo-compounds-fifth-square/
Duplex For sale in El Defaa El Watany Compound,"8,000,000
    EGP","-36,363EGP/m",Greater Cairo  /  El Defaa El Watany Compound,220m²,4,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685980e8b3095755011184.jpg,https://aqarmap.com.eg/en/listing/6037321-for-sale-cairo-new-cairo-compounds-kmbwnd-ldf-lwtny/
Town House For sale in O Business District - O West Compound,"14,000,000
    EGP","-82,840EGP/m",Greater Cairo  /  O Business District - O West Compound,169m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67d01ebc728c7489832413.jpg,https://aqarmap.com.eg/en/listing/5710657-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-o-west-w-byzns-dystrykt-wrskwm-llttwyr/
Apartments Without Finish For sale in Monark Residence - Royal,"7,004,000
    EGP","-56,032EGP/m",Greater Cairo  /  Monark Residence - Royal,125m²,2,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2307/64a2f371cf6c3866158787.jpg,https://aqarmap.com.eg/en/listing/5903575-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-monark-compound-royal/
Apartments For sale in Makany Compound - El Mansour,"3,327,698
    EGP","-28,936EGP/m",Greater Cairo  /  Makany Compound - El Mansour,115m²,2,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2109/6141b818be9ef405460792.jpg,https://aqarmap.com.eg/en/listing/5919967-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
With 25% dp receive your shop in avenue mall elmaqsed new capital,"6,754,173
    EGP","-150,092EGP/m",Greater Cairo  /  Avenue Mall - Dolmen,45m²,N/A,N/A,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/67ffa8d3af101968263900.jpeg,https://aqarmap.com.eg/en/listing/5814775-for-sale-cairo-new-administrative-capital-r3-fynyw-mwl-dwlmn-llttwyr/
Apartment with Garden For sale in Z Tower - ZED El Sheikh Zayed Compound,"16,000,000
    EGP","-64,000EGP/m",Greater Cairo  /  Z Tower - ZED El Sheikh Zayed Compound,250m²,4,5,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67cd62a1ecae2456301635.jpg,https://aqarmap.com.eg/en/listing/5705954-for-sale-cairo-el-sheikh-zayed-city-compounds-zyd-wr-llttwyr-z-tower/
